CLAVE,SITIO,CUENCA,CUERPO_DE_AGUA,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,TIPO,SUBTIPO,LONGITUD,LATITUD,ANIO,DBO_mg/L,DQO_mg/L,SST_mg/L,SDT_mg/L,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_SDT,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_SDT,SEMAFORO,GRUPO
DLBAJ195,BAHIA MAGDALENA (PUERTO ADOLFO LOPEZ MATEOS),COSTERO,BAHIA MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-112.12343,25.1991,2016,ND,ND,13.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ196,BAHIA MAGDALENA (PUERTO SAN CARLOS),BRAMONAS,BAHIA MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-112.12122,24.78773,2016,ND,ND,26.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ197,BAHIA MAGDALENA 1,COSTERO,BAHIA MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-112.0109,24.6799,2016,ND,ND,33,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ198,ISLA MARGARITA,COSTERO,BAHIA LAS ALMEJAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-111.8176,24.4793,2016,ND,ND,14.75,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ199,PUERTO MAGDALENA,COSTERO,BAHIA MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-112.13747,24.63284,2016,ND,ND,31,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ200,"PUERTO CANCUN BCS SEG20, 1 ISA10B",COSTERO,BAHIA LAS ALMEJAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-111.74285,24.54675,2016,ND,ND,25.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ201,FINAL DE ESTERO LA BOCANA,COSTERO,ESTERO LA BOCANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,COSTERO,ESTERO,-113.63021,26.73946,2016,ND,ND,15.75,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ203,"PUERTO CHALE SEG 20, 3 ISA10B",COSTERO,BAHIA LAS ALMEJAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-111.55928,24.40499,2016,ND,ND,13.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ204,MANANTIAL SAN PEDRITO,PESCADEROS,PESCADERO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOTICO,ARROYO,-110.2118333,23.39026,2016,0.5,33.47,6.75,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLBAJ205,BOCANA LOPEZ MATEOS,COSTERO,BAHIA MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,COSTERO,BAHIA,-112.11671,25.26685,2016,ND,ND,36.06,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ55,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 2,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.31682,24.16496,2016,ND,ND,4,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ56,"BAHIA DE LA PAZ SEG 26, 1 ISA10B",COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.32484,24.170062,2016,ND,ND,5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ57,BAHIA DE LA PAZ PUERTO PILCHILINGUE,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.328506,24.275169,2016,ND,ND,21.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ58,BAHIA DE LA PAZ,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.30345,24.21409,2016,ND,ND,19.25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ59,MAR - PEMEX LA PAZ,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.31084,24.21853,2016,ND,ND,18.25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ60,MAR - PEMEX Y CFE LA PAZ,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.3137,24.2243,2016,ND,ND,20,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ61,BAHIA LA PAZ SEG 27 ISA8,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.31742,24.24291,2016,ND,ND,17,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ62,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 3,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.3164,24.2582,2016,ND,ND,17,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ63,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 4,COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.32374,24.26563,2016,ND,ND,12.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ64,"BAHIA DE LA PAZ SEG 25, 3 ISA9",COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.425346,24.156763,2016,ND,ND,11.25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ65,"BAHIA DE LA PAZ SEG 25, 2 ISA9",COSTERO,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,COSTERO,BAHIA,-110.42442,24.13794,2016,ND,ND,3.75,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ94,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,SAN JOSE DEL CABO,HUMEDAL SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,LOTICO (HUMEDAL),ARROYO,-109.69102,23.05754,2016,0.5,21.5,16.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLBAJ95,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,SAN JOSE DEL CABO,HUMEDAL SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,LOTICO (HUMEDAL),ARROYO,-109.687379,23.050319,2016,0.5,2.5,12.415,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLBAJ96,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,COSTERO,BAHIA,-109.688889,23.043056,2016,ND,ND,11.25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ97,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,SAN JOSE DEL CABO,HUMEDAL SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,LOTICO (HUMEDAL),ARROYO,-109.68059,23.04946,2016,0.5,15.25,15.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLBAJ98,BAHIA SAN JOSE DEL CABO 2,COSTERO,BAHIA SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,COSTERO,BAHIA,-109.644521,23.066729,2016,ND,ND,14.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLBAJ99,BAHIA SAN JOSE DEL CABO1,COSTERO,BAHIA SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,COSTERO,BAHIA,-109.713607,23.013981,2016,ND,ND,12,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM206,ISLA ARENA,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,COSTERO,OCEANO-MAR,-90.45657,20.69923,2016,ND,ND,88.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM207,RESERVA DE LA BIOSFERA LOS PETENES 3,COSTERO-HUMEDAL,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,COSTERO (HUMEDAL),MANGLAR,-90.50431,20.44502,2016,ND,ND,91,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM208,RESERVA DE LA BIOSFERA LOS PETENES 5,COSTERO-HUMEDAL,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,COSTERO (HUMEDAL),MANGLAR,-90.49591,20.33071,2016,ND,ND,30,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM209,RESERVA DE LA BIOSFERA LOS PETENES 4,COSTERO-HUMEDAL,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,COSTERO (HUMEDAL),MANGLAR,-90.497031,20.25984,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM210,RESERVA DE LA BIOSFERA LOS PETENES 2,COSTERO-HUMEDAL,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,TENABO,COSTERO (HUMEDAL),MANGLAR,-90.4997,20.0496,2016,ND,ND,25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM211,RESERVA DE LA BIOSFERA LOS PETENES 1,COSTERO-HUMEDAL,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO (HUMEDAL),MANGLAR,-90.51683,19.87422,2016,ND,ND,48.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM222,MAR CAMPECHE 2,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO,OCEANO-MAR,-90.59349,19.81414,2016,ND,ND,44.75,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM223,PLAYA BONITA,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO,OCEANO-MAR,-90.62183,19.79481,2016,ND,ND,43.75,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM224,MAR CAMPECHE 5,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO,OCEANO-MAR,-90.61815,19.79623,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM229,PAYUCAN,CAMPECHE,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,COSTERO,OCEANO-MAR,-90.70394,19.6606,2016,ND,ND,69,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM231,DESEMBOCADURA RIO ICAJAO,LOTICO-COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LOTICO - COSTERO,ESTUARIO,-90.70601,19.46154,2016,ND,ND,56,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM232,DESEMBOCADURA RIO CHAMPOTON 2,LOTICO-COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LOTICO - COSTERO,ESTUARIO,-90.72509,19.35815,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM234,PUENTE EL ZAPOTE,RIO CHAMPOTON 2,RIO CHAMPOTON,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LOTICO,RIO,-90.61368,19.28103,2016,0.5,16.32,12,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM235,CANASAYAB,RIO CHAMPOTON 1,RIO CHAMPOTON,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LOTICO,RIO,-90.57425,19.29644,2016,0.5,23.365,12,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM236,SAN JUAN CARPIZO,RIO CHAMPOTON 1,RIO CHAMPOTON,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LOTICO,RIO,-90.46921,19.30365,2016,0.5,27.445,7.25,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM237,PLAYA TORTUGUERA CHENKAN,LAGUNA DE TERMINOS,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,COSTERO (HUMEDAL),OCEANO-MAR,-91.01078,19.10951,2016,ND,ND,72,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM238,PUNTA XEN,LA MALINCHE,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,COSTERO,OCEANO-MAR,-90.86936,19.21135,2016,ND,ND,44,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM239,LAGUNA AQUILES SERDAN,LA MALINCHE,LAGUNA,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LENTICO,LAGO,-90.71098,18.96238,2016,3.15,27.61,2.5,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLCAM240,EJIDO LOPEZ MATEOS,LA MALINCHE,LAGUNA CENTENARIO,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LENTICO,LAGO,-90.29456,18.64079,2016,28.5,107.97,26,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
DLCAM241,LAGUNA CENTENARIO KM. 50,LA MALINCHE,LAGUNA CENTENARIO,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LENTICO,LAGO,-90.274696,18.64167,2016,28.25,92.135,66,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
DLCAM242,LAGUNA LAS MARAVILLAS,LA MALINCHE,LAGUNA LAS MARAVILLAS,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LENTICO,LAGO,-90.27179,18.49941,2016,20.63,94.59,58,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
DLCAM243,LAGUNA CHAMA-HA,LA MALINCHE,LAGUNA CHAMA-HA,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,LENTICO,LAGO,-90.2126,18.48142,2016,15.79,79.385,36,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LENTICO
DLCAM254,EMILIANO ZAPATA II,LAGUNA DE TERMINOS,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,OCEANO-MAR,-92.3104,18.6726,2016,ND,ND,329.5,ND,ND,ND,Contaminada,ND,ND,ND,NO,ND,Amarillo,COSTERO
DLCAM255,RIO PALIZADA AGUAS ABAJO DEL POBLADO,PALIZADA,RIO PALIZADA,PENINSULA DE YUCATAN,CAMPECHE,PALIZADA,LOTICO,RIO,-92.09435,18.25307,2016,0.5,11.29,22.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM257,PUENTE SAN FRANCISCO,PALIZADA,RIO PALIZADA,PENINSULA DE YUCATAN,CAMPECHE,PALIZADA,LOTICO,RIO,-92.10888,18.12662,2016,0.5,10.665,42,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM258,MANANTIAL AGUAS VERDES,ALTO RIO CANDELARIA,RIO CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,LOTICO,ARROYO,-90.8434,17.89122,2016,0.5,15.65,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM259,BAHIA DE CAMPECHE 2,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO,BAHIA,-90.53637,19.85178,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM260,PUENTE NUEVO COAHUILA,ALTO RIO CANDELARIA,RIO CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,LOTICO,RIO,-90.79433,17.89364,2016,0.5,27.71,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM261,BAHIA DE CAMPECHE 1,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO,BAHIA,-90.52651,19.85797,2016,ND,ND,53,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM263,EL PEDREGAL,ALTO RIO CANDELARIA,RIO CARIBE,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,LOTICO,RIO,-90.7367,18.17119,2016,0.5,24.765,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM264,CENOTE MIGUEL COLORADO,LA MALINCHE,CENOTES,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,LENTICO,CENOTE,-90.64638,18.81138,2016,2.58,16.18,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLCAM265,PUENTE PABLO TORRES BURGOS,ALTO RIO CANDELARIA,RIO CARIBE,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,LOTICO,RIO,-90.70095,18.29958,2016,0.5,22.865,7.25,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM268,RIO MAMANTEL PUENTE,MAMATEL,RIO MAMANTEL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO,RIO,-91.09881,18.543,2016,0.5,23.655,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM269,FINCA-PITAL AGUAS ABAJO RIO MAMANTEL,MAMATEL,RIO MAMANTEL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO,RIO,-91.12508,18.54979,2016,0.5,13.11,7.25,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM270W1,LAGUNA DE TERMINOS 3,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.29465,18.6236,2016,ND,ND,74,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM271W1,LAGUNA DE TERMINOS 4,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.24166,18.74618,2016,ND,ND,53,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM272,LAGUNA DE TERMINOS 5,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,ESTERO,-91.25088,18.9408,2016,ND,ND,12,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM273W1,SABANCUY,LAGUNA DE TERMINOS,ESTERO SABANCUY (CANAL),PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO - COSTERO,CANAL,-91.18438,18.99385,2016,ND,ND,17,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM274,ISLA AGUADA,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,OCEANO-MAR,-91.5304,18.7777,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM275,LAGUNA DE TERMINOS 9,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.52096,18.61958,2016,ND,ND,19.25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM276W1,LAGUNA DE TERMINOS 2,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.41981,18.52607,2016,ND,ND,48,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM277W1,LAGUNA DE TERMINOS 1,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.52379,18.45576,2016,ND,ND,54.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM278,SANTA RITA CAMPECHE,CUMPAN,RIO CHUMPAN,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO,RIO,-91.54404,18.32112,2016,3.19,40.12,7.25,ND,Buena calidad,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
DLCAM279,PUENTE CARRETERA CAM-VILLAHERMOSA,CUMPAN,RIO CHUMPAN,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO,RIO,-91.5135,18.21123,2016,2.75,39.48,7.25,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM280,CANDELARIA,BAJO RIO CANDELARIA,RIO CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO,RIO,-91.30214,18.26325,2016,2.02,17.725,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM281,IGNACIO ZARAGOZA,BAJO RIO CANDELARIA,RIO CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,LOTICO,RIO,-91.30836,18.38902,2016,1.255,18.585,7.25,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM282,BAHIA DE CAMPECHE 3,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,COSTERO,BAHIA,-90.55929,19.83253,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM283,CANDELARIA PUENTE AGUAS ABAJO DEL POBLADO,BAJO RIO CANDELARIA,RIO CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,LOTICO,RIO,-91.04966,18.1873,2016,2.04,26.84,7.25,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM284,VENUSTIANO CARRANZA,ALTO RIO CANDELARIA,RIO CANDELARIA,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,LOTICO,RIO,-91.0242,18.1481,2016,1.255,13.895,14,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLCAM285W1,LAGUNA DE TERMINOS 6,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.88743,18.5538,2016,ND,ND,101,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM286W1,LAGUNA DE TERMINO 8,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.84436,18.50796,2016,ND,ND,137.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM287W1,LAGUNA DE TERMINO 7,COSTERO,LAGUNA DE TERMINOS,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,LAGUNA,-91.78525,18.49624,2016,ND,ND,62,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLCAM288,ZACATAL,COSTERO,GOLFO DE MEXICO,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,COSTERO,OCEANO-MAR,-91.85635,18.6152,2016,ND,ND,97.5,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
DLCHI289,"KM 0+000, PUENTE INTERNACIONAL CIUDAD JUAREZ",RIO BRAVO 1,RIO BRAVO,RIO BRAVO,CHIHUAHUA,JUAREZ,LOTICO,RIO,-106.5099,31.7607,2016,5.55,32.795,153,ND,Buena calidad,Aceptable,Contaminada,ND,SI,SI,NO,ND,Amarillo,LOTICO
DLCHI290,RIO BRAVO 19,RIO BRAVO 1,RIO BRAVO,RIO BRAVO,CHIHUAHUA,JUAREZ,LOTICO,RIO,-106.5287,31.7817,2016,0.5,8.035,234.03,ND,Excelente,Excelente,Contaminada,ND,SI,SI,NO,ND,Amarillo,LOTICO
DLCHI294,PLANTA NORTE,RIO BRAVO 1,CANAL,RIO BRAVO,CHIHUAHUA,JUAREZ,LOTICO,CANAL,-106.3704,31.70936,2016,2.7,33.97,78,ND,Excelente,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
