CLAVE,SITIO,CUENCA,CUERPO_DE_AGUA,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,TIPO,SUBTIPO,LONGITUD,LATITUD,ANIO,DBO_mg/L,DQO_mg/L,SST_mg/L,SDT_mg/L,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_SDT,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_SDT,SEMAFORO,GRUPO
OCRBR4991M1,RIO SALINAS AGUAS ARRIBA PTAR MINA,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,MINA,LOTICO,RIO,-100.51964,25.98879,2016,6.14,18.695,35.5,ND,Aceptable,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR4992M1,RIO SALINAS AGUAS ABAJO PTAR MINA,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,MINA,LOTICO,RIO,-100.51886,25.98908,2016,4.4,20.025,48.5,ND,Buena calidad,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR4993M1,RIO SALINAS (AGUAS ARRIBA LAGUNA OX. HIDALGO),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,HIDALGO,LOTICO,RIO,-100.43202,25.97253,2016,3.41,8.635,85,ND,Buena calidad,Excelente,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR4994M1,RIO SALINAS (AGUAS ARRIBA PTAR ABASOLO),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,ABASOLO,LOTICO,RIO,-100.40315,25.94284,2016,3.795,13.21,54.5,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR4995M1,RIO SALINAS (AGUAS ARRIBA PTAR EL CARMEN),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,EL CARMEN,LOTICO,RIO,-100.35395,25.9294,2016,2.63,9.25,44,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR4996M1,RIO SALINAS (AGUAS ABAJO LAGUNAS DEL CARMEN),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,EL CARMEN,LOTICO,RIO,-100.3199,25.94044,2016,2.855,8.3,23,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR4997M1,RIO SALINAS (AGUAS ABAJO PTAR SALINAS VICTORIA),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,SALINAS VICTORIA,LOTICO,RIO,-100.26706,25.96954,2016,6.07,15.77,92.575,ND,Aceptable,Buena calidad,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5000M1,CIENEGA DE FLORES,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,CIENEGA DE FLORES,LOTICO,RIO,-100.17044,25.95033,2016,4.445,17.385,42,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5002M1,AGUAS ARRIBA DEL RASTRO TIF,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,CIENEGA DE FLORES,LOTICO,RIO,-100.20316,25.97531,2016,5.21,14.715,70.5,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5003M1,RIO SALINAS (AGUAS ABAJO LAGUNAS OXIDACION CIENEGA DE FLORES),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,GRAL. ZUAZUA,LOTICO,RIO,-100.15656,25.92294,2016,7.85,20,29.39,ND,Aceptable,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5004M1,REAL SAN PEDRO,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,GRAL. ZUAZUA,LOTICO,RIO,-100.1415,25.91999,2016,5.74,12.09,95.5,ND,Buena calidad,Buena calidad,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5005M1,RIO SALINAS (AGUAS ARRIBA LAGUNA OXIDACION ZUAZUA),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,GRAL. ZUAZUA,LOTICO,RIO,-100.10119,25.89146,2016,7.405,18.885,90,ND,Aceptable,Buena calidad,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5006M1,RIO SALINAS (AGUAS ABAJO LAGUNA OXIDACION ZUAZUA),RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,MARIN,LOTICO,RIO,-100.07011,25.87327,2016,15.75,31.9,99.5,ND,Aceptable,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5009M1,PARQUE NACATAZ,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GARCIA,LOTICO,RIO,-100.64318,25.79772,2016,1.35,2.5,13.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5010M1,RIO PESQUERIA AGUAS ARRIBA DE PTAR GARCIA,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GARCIA,LOTICO,RIO,-100.57031,25.79835,2016,0.5,2.5,61,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5011M1,RIO PESQUERIA PUENTE LINCOLN,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GARCIA,LOTICO,RIO,-100.48716,25.78735,2016,2.25,45.28,7.75,ND,Excelente,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5016M1,RIO PESQUERIA AGUAS ARRIBA PTAR NORTE,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GRAL. ESCOBEDO,LOTICO,RIO,-100.29269,25.80148,2016,1.545,16.72,6.75,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5017M1,RIO PESQUERIA AGUAS ABAJO PTAR NORTE,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GRAL. ESCOBEDO,LOTICO,RIO,-100.28059,25.80205,2016,4.83,46.745,19.5,ND,Buena calidad,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5018M1,ESCOBEDO,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GRAL. ESCOBEDO,LOTICO,RIO,-100.27726,25.80123,2016,29.685,105,71,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5021M1,TOPO CHICO,RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,SAN NICOLAS DE LOS GARZA,LOTICO,ARROYO,-100.25598,25.75826,2016,11.35,47.895,2.5,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5023M1,DESCARGA DE HYLSA,RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,ARROYO,-100.23321,25.75876,2016,6.43,35.25,2.5,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5024M2,AGUAS ABAJO DE LAS DESCARGAS DE CERVECERIA E HYLSA,RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,ARROYO,-100.21543,25.77229,2016,4.855,15.935,2.5,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5025M1,AGUAS ARRIBA DE LAS DESCARGAS DE CERVECERIA E  HYLSA,RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,ARROYO,-100.23333,25.75885,2016,7.01,26.565,8.25,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5026M1,DESCARGA DE CERVECERIA,RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,ARROYO,-100.2332,25.75877,2016,3.42,45.93,11.5,ND,Buena calidad,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5027M1,METALES REFINADOS AGUAS ABAJO,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,GRAL. ESCOBEDO,LOTICO,RIO,-100.26846,25.80388,2016,20.685,134,83.5,ND,Aceptable,Contaminada,Aceptable,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5028M1,PIELES Y GRASAS AGUAS ABAJO,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,ESCOBEDO,LOTICO,RIO,-100.25893,25.80433,2016,32.92,132.365,95,ND,Contaminada,Contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
OCRBR5029M1,RIO PESQUERIA (AGUAS ARRIBA PTAR SANTA ROSA),RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,RIO,-100.21237,25.83095,2016,22.315,76.49,44,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5030M1,RIO PESQUERIA (AGUAS ABAJO PTAR SANTA ROSA),RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,RIO,-100.20026,25.82832,2016,21.285,68.975,32,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5031M1,TOPO CHICO (AGUAS ARRIBA PTAR AGUA FRIA),RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,ARROYO,-100.17176,25.80907,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5032M1,TOPO CHICO (AGUAS ABAJO PTAR AGUA FRIA),RIO PESQUERIA,ARROYO TOPO CHICO,RIO BRAVO,NUEVO LEON,APODACA,LOTICO,ARROYO,-100.16419,25.81936,2016,3.42,15.94,6.5,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5035M2,RIO SALINAS AGUAS DEBAJO DE LA EMPRESA BACHOCO,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,CIENEGA DE FLORES,LOTICO,RIO,-100.19223,25.96266,2016,4.09,20.5,40,ND,Buena calidad,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5036M1,ARROYO LA TALAVERNA AGUAS ARRIBA DULCES NOMBRES,RIO PESQUERIA,ARROYO LA TALAVERNA,RIO BRAVO,NUEVO LEON,PESQUERIA,LOTICO,ARROYO,-100.080777,25.73069,2016,6.005,32.5,18,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5037M1,ARROYO AYANCUAL VADO FRANCISCO VILLA,RIO PESQUERIA,ARROYO AYANCUAL,RIO BRAVO,NUEVO LEON,PESQUERIA,LOTICO,ARROYO,-99.99546,25.7126,2016,9.83,60.275,56.5,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5038M1,LA SILLA,RIO SAN JUAN 1,RIO LA SILLA,RIO BRAVO,NUEVO LEON,GUADALUPE,LOTICO,RIO,-100.19099,25.68245,2016,2.15,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5039M1,LAS ADJUNTAS,RIO SAN JUAN 1,RIO SANTA CATARINA,RIO BRAVO,NUEVO LEON,GUADALUPE,LOTICO,RIO,-100.25318,25.68486,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5040M1,RIO LA SILLA (PUENTE CHAPULTEPEC),RIO SAN JUAN 1,RIO LA SILLA,RIO BRAVO,NUEVO LEON,GUADALUPE,LOTICO,RIO,-100.26195,25.66364,2016,2.38,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5041M1,MEDEROS,RIO SAN JUAN 1,ARROYO ELIZONDO,RIO BRAVO,NUEVO LEON,MONTERREY,LOTICO,ARROYO,-100.26172,25.59663,2016,0.5,6.25,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5042M1,RIO PESQUERIA (PE&ITAS AGUAS ARRIBA PTAR PESQUERIA),RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,PESQUERIA,LOTICO,RIO,-100.04244,25.7816,2016,11.73,30.83,24.5,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5043M1,RIO PESQUERIA (AGUAS ARRIBA PTAR DULCES NOMBRES),RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,PESQUERIA,LOTICO,RIO,-100.02404,25.7748,2016,8.675,48.1,24,ND,Aceptable,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5044M1,LA ARENA,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,PESQUERIA,LOTICO,RIO,-100.00865,25.77117,2016,13.9,49.735,33,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5045M1,RIO SALINAS AGUAS ARRIBA DE LA CONFLUENCIA CON EL RIO PESQUERIA,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,PESQUERIA,LOTICO,RIO,-99.989,25.7815,2016,10.98,36,23,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5048M1,AYANCUAL,RIO PESQUERIA,ARROYO AYANCUAL,RIO BRAVO,NUEVO LEON,LOS RAMONES,LOTICO,ARROYO,-99.62854,25.64618,2016,15.38,46.11,138.5,ND,Aceptable,Contaminada,Aceptable,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5049M1,LOS RAMONES,RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,LOS RAMONES,LOTICO,RIO,-99.62213,25.69445,2016,6.84,42.54,36.75,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5050M1,LOS RAMONES (AGUAS ABAJO DEL POBLADO),RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,LOS RAMONES,LOTICO,RIO,-99.60242,25.70983,2016,9.005,40.08,36.5,ND,Aceptable,Contaminada,Buena calidad,ND,SI,NO,SI,ND,Rojo,LOTICO
OCRBR5051M1,RIO PESQUERIA (TOMA HIGUERAS AGUAS ABAJO LAGUNA OX RAMONES),RIO PESQUERIA,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,LOS RAMONES,LOTICO,RIO,-99.59292,25.71822,2016,8.175,31.665,47,ND,Aceptable,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5052M1,PRESA EL GOBIERNO 3,RIO SAN JUAN 2,PRESA EL GOBIERNO,RIO BRAVO,NUEVO LEON,LOS HERRERAS,LENTICO,PRESA,-99.45109,25.96141,2016,3.79,14.545,67,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5053M1,LOS HERRERA,RIO SAN JUAN 2,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,LOS HERRERAS,LOTICO,RIO,-99.40034,25.8994,2016,10.605,40,93.5,ND,Aceptable,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5054M2,RIO PESQUERIA (AGUAS ABAJO LAGUNA DE LOS HERRERAS),RIO SAN JUAN 2,RIO PESQUERIA,RIO BRAVO,NUEVO LEON,LOS HERRERAS,LOTICO,RIO,-99.36349,25.9057,2016,11.89,39.255,89.835,ND,Aceptable,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5055M1,LOS ALDAMAS,RIO SAN JUAN 2,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,LOS ALDAMAS,LOTICO,RIO,-99.19765,26.02515,2016,11.98,32.5,122.5,ND,Aceptable,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5056M1,CHINA,RIO SAN JUAN 2,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,CHINA,LOTICO,RIO,-99.25404,25.72044,2016,0.5,12.88,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5057M1,CORTINA PRESA EL CUCHILLO,RIO SAN JUAN 1,PRESA EL CUCHILLO,RIO BRAVO,NUEVO LEON,CHINA,LENTICO,PRESA,-99.27888,25.71147,2016,1.525,11.25,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5058M1,OBRA DE TOMA PRESA EL CUCHILLO,RIO SAN JUAN 1,PRESA EL CUCHILLO,RIO BRAVO,NUEVO LEON,CHINA,LENTICO,PRESA,-99.31969,25.72418,2016,1.51,2.5,7.25,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5059M1,LAS ENRAMADAS,RIO SAN JUAN 1,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,LOS RAMONES,LOTICO,RIO,-99.51806,25.50071,2016,2.685,7.75,12,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5060M1,RIO SAN JUAN AGUAS ABAJO DEL ARROYO EL TRETO,RIO SAN JUAN 2,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,CHINA,LOTICO,RIO,-99.2224,25.72915,2016,2.27,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5061M1,TEPEHUAJE,RIO SAN JUAN 1,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-99.76796,25.49425,2016,2.715,2.5,8,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5063M1,SAN JUAN (AGUAS ABAJO VIA FFCC),RIO SAN JUAN 1,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-99.832,25.5455,2016,1.395,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5064M1,RIO RAMOS VADO LAS TRANCAS,RIO SAN JUAN 1,RIO RAMOS,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-99.90968,25.50836,2016,4.275,2.5,2.5,ND,Buena calidad,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5065M1,RIO SANTA CATARINA CONFLUENCIA RIO SAN JUAN,RIO SAN JUAN 1,RIO SANTA CATARINA,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-99.89932,25.52859,2016,2.77,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5066M1,RIO SANTA CATARINA (AGUAS ABAJO CADEREYTA),RIO SAN JUAN 1,RIO SANTA CATARINA,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-99.96238,25.57766,2016,3.165,18.005,2.5,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5067M1,CADEREYTA,RIO SAN JUAN 1,RIO SANTA CATARINA,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-99.99256,25.59625,2016,2.185,19.55,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5068M1,EL CASTILLO,RIO SAN JUAN 1,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,LOTICO,RIO,-100.009,25.5222,2016,2.11,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5070M1,LA BOCA RIO SAN JUAN AGUAS ABAJO PTAR,RIO SAN JUAN 1,RIO SAN JUAN,RIO BRAVO,NUEVO LEON,SANTIAGO,LOTICO,RIO,-100.12443,25.42959,2016,1.775,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5071M1,PRESA RODRIGO GOMEZ(LA BOCA),RIO SAN JUAN 1,PRESA RODRIGO GOMEZ,RIO BRAVO,NUEVO LEON,SANTIAGO,LENTICO,PRESA,-100.1443,25.42657,2016,3.27,11.9,16.4,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5072M1,FRENTE A COMPUERTAS PRESA LA BOCA,RIO SAN JUAN 1,PRESA RODRIGO GOMEZ,RIO BRAVO,NUEVO LEON,SANTIAGO,LENTICO,PRESA,-100.127611,25.427389,2016,2.45,10.625,15.18,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5073M1,PRESA RODRIGO GOMEZ (ENTRADA ARROYO LA CHUECA ),RIO SAN JUAN 1,PRESA RODRIGO GOMEZ,RIO BRAVO,NUEVO LEON,SANTIAGO,LENTICO,PRESA,-100.14804,25.44193,2016,3.665,8.395,18.67,ND,Buena calidad,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5074M1,PRESA RODRIGO GOMEZ 3,RIO SAN JUAN 1,PRESA RODRIGO GOMEZ,RIO BRAVO,NUEVO LEON,SANTIAGO,LENTICO,PRESA,-100.12728,25.40774,2016,1.825,12.06,13.585,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5075M1,ARROYO MIRELES(AGUAS ARRIBA PTAR. ALLENDE II),RIO SAN JUAN 1,ARROYO MIRELES,RIO BRAVO,NUEVO LEON,ALLENDE,LOTICO,ARROYO,-99.98653,25.28627,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5076M1,ARROYO MIRELES(AGUAS ABAJO PTAR. ALLENDE),RIO SAN JUAN 1,ARROYO MIRELES,RIO BRAVO,NUEVO LEON,ALLENDE,LOTICO,ARROYO,-99.98301,25.29295,2016,12.595,37.205,9.25,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5077M1,RIO RAMOS,RIO SAN JUAN 1,RIO RAMOS,RIO BRAVO,NUEVO LEON,ALLENDE,LOTICO,RIO,-100.01599,25.25712,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5078M1,RIO BLANQUILLO,RIO SAN JUAN 1,RIO BLANQUILLO,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.94031,25.22956,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5079M1,RIO BLANQUILLO (AGUAS ABAJO PTAR),RIO SAN JUAN 1,RIO BLANQUILLO,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.93725,25.23353,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5080M1,RAYONES,RIO SAN JUAN 1,RIO CASILLAS,RIO BRAVO,NUEVO LEON,RAYONES,LOTICO,RIO,-99.99419,25.02495,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5082M1,RIO PILON,RIO SAN JUAN 1,RIO PILON,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.86369,25.17326,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5083M1,RIO PILON (AGUAS ABAJO DE PTAR MONTEMORELOS),RIO SAN JUAN 1,RIO PILON,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.80042,25.17079,2016,2.88,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5084M1,RIO PILON (AGUAS ARRIBA PTAR. MONTEMORELOS),RIO SAN JUAN 1,RIO PILON,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.81455,25.17067,2016,2.975,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5085M1,RIO PILON (AGUAS ARRIBA PTAR. MONTEMORELOS II),RIO SAN JUAN 1,RIO PILON,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.73909,25.21013,2016,2.8,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5086M1,RIO PILON (AGUAS ABAJO PTAR. MONTEMORELOS II),RIO SAN JUAN 1,RIO PILON,RIO BRAVO,NUEVO LEON,MONTEMORELOS,LOTICO,RIO,-99.72607,25.21835,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5088M2,RIO SALINAS CRUCE CON AUTOPISTA MONTERREY-LAREDO,RIO PESQUERIA,RIO SALINAS,RIO BRAVO,NUEVO LEON,CIENEGA DE FLORES,LOTICO,RIO,-100.21294,25.97686,2016,5.135,15.215,39,ND,Buena calidad,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5090M1,PUENTE CABEZONES,RIO POTOSI 1,RIO POTOSI,RIO BRAVO,NUEVO LEON,LINARES,LOTICO,RIO,-99.74575,24.99036,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5091M1,AGUA ABAJO DE ESTACION HUERTAS,RIO POTOSI 2,RIO POTOSI,RIO BRAVO,NUEVO LEON,LINARES,LOTICO,RIO,-99.58634,24.99174,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5092M1,PABLILLO (LA PETACA),RIO PABLILLO 2,RIO PABLILLO,RIO BRAVO,NUEVO LEON,LINARES,LOTICO,RIO,-99.55923,24.85542,2016,1.42,6.25,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
OCRBR5094M1,ENTRADA DE LA PRESA(POPOTE II),RIO PABLILLO 2,PRESA CERRO PRIETO,RIO BRAVO,NUEVO LEON,LINARES,LENTICO,PRESA,-99.477139,24.897314,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
OCRBR5095M1,BA&O DE SAN IGNACIO1,ARROYO LOS ANEGADOS O CONCHOS 2,HUMEDAL BA&O DE SAN IGNACIO,RIO BRAVO,NUEVO LEON,LINARES,LOTICO,RIO,-99.33,24.86,2016,ND,ND,2.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,LOTICO
